PDGP_ID,GENUS,SPECIES,SUBSPECIES,FAMILY,GEOGRAPHIC_REGION,COMMON_NAME,IUCN_STATUS,THREATENED_STATUS,WILDBORN,SEX,AB_QC,COV_QC,REFERENCE_SPECIES,N_HET,CALLABLE,nRoH_1mb,sRoH_1mb,AVERAGE_COVERAGE,REFERENCE_LENGTH,LOCATION_LONG_LAT,LOCATION_PROXY,COLLTECTION_YEAR,ENA-SRA_SOURCE_PROJECT,ENA-SRA_SAMPLE_ID
PD_0289,Cacajao,calvus,ssp,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,3411666,2331055792,44,81800000,36.07,2721439713,"-6.9351,-69.7379",Brazil,NA,PRJEB59576 (this study),ERS12091899
PD_0290,Cacajao,calvus,ssp,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2864293,2332971225,134,227800000,34.07,2721439713,"-3.3130,-67.3946",Brazil,NA,PRJEB59576 (this study),ERS12091900
PD_0291,Cacajao,calvus,ssp,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,3447216,2332853527,58,105400000,37.68,2721439713,"-7.6059,-65.1320",Brazil,NA,PRJEB59576 (this study),ERS12091901
PD_0292,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,2589219,2334255259,189,319000000,35.24,2721439713,"-3.2369,-68.6181",Brazil,NA,PRJEB59576 (this study),ERS12091902
PD_0293,Leontopithecus,rosalia,ssp,Callitrichidae,AMERICAS,Golden_Lion_Tamarin,EN,Threatened,W,F,PASS,PASS,Callithrix_jacchus,1963017,2260281722,40,59200000,32.05,2863864636,NA,Barcelona Zoo,NA,PRJEB59576 (this study),ERS14600377
PD_0294,Alouatta,belzebul,ssp,Atelidae,AMERICAS,Red-handed_Howler_Monkey,VU,Threatened,W,F,PASS,PASS,Ateles_geoffroyi,4780424,2200207707,29,63800000,27.18,2683028796,"-3.3900,-52.0000",Brazil,NA,PRJEB59576 (this study),ERS12091834
PD_0295,Alouatta,discolor,ssp,Atelidae,AMERICAS,Red-handed_Howler_Monkey,VU,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,5338353,2206469227,136,552600000,27.55,2683028796,"-3.3718,-51.9746",Brazil,NA,PRJEB59576 (this study),ERS12091838
PD_0296,Alouatta,nigerrima,ssp,Atelidae,AMERICAS,Black_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,6762129,2203623246,26,82200000,27.97,2683028796,"-3.3171,-55.3340",Brazil,NA,PRJEB59576 (this study),ERS12091846
PD_0297,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Colombian_Red_Howler_Monkey,LC,Unthreatened,W,F,PASS,PASS,Ateles_geoffroyi,5967095,2200674466,69,150000000,27.22,2683028796,"-0.4715,-64.5886",Brazil,NA,PRJEB59576 (this study),ERS12091859
PD_0298,Alouatta,seniculus,ssp,Atelidae,AMERICAS,Juruá_Red_Howler_Monkey,LC,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,6328826,2204640547,52,90800000,27.56,2683028796,"-2.8606,-64.9263",Brazil,NA,PRJEB59576 (this study),ERS12091860
PD_0299,Alouatta,caraya,ssp,Atelidae,AMERICAS,Black-and-gold_Howler_Monkey,NT,Unthreatened,W,M,PASS,PASS,Ateles_geoffroyi,4028220,2169303633,0,0,21.06,2683028796,"-12.3019,-63.3218",Brazil,NA,PRJEB59576 (this study),ERS12091836
PD_0300,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,7766062,2361845291,21,55800000,30.8,2683028796,"-3.1735,-67.3899",Brazil,NA,PRJEB59576 (this study),ERS12091877
PD_0301,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,4338850,2368635991,36,48000000,30.97,2683028796,"-12.4900,-63.5200",Brazil,NA,PRJEB59576 (this study),ERS12091878
PD_0302,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,7282231,2354211418,42,123000000,29.88,2683028796,"-13.5182,-60.4436",Brazil,NA,PRJEB59576 (this study),ERS12091879
PD_0303,Ateles,chamek,ssp,Atelidae,AMERICAS,Black-faced_Black_Spider_Monkey,EN,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,4239890,2366667702,41,69200000,31.03,2683028796,"-12.4910,-63.5241",Brazil,NA,PRJEB59576 (this study),ERS12091880
PD_0304,Ateles,paniscus,ssp,Atelidae,AMERICAS,Guiana_Spider_Monkey,VU,Threatened,W,M,PASS,PASS,Ateles_geoffroyi,2889307,2362908571,49,91600000,29.88,2683028796,"-2.0713,-58.3751",Brazil,NA,PRJEB59576 (this study),ERS12091887
PD_0305,Ateles,chamek,ssp,Atelidae,AMERICAS,NO_ENTRY,EN,Threatened,W,F,FAIL,PASS,Ateles_geoffroyi,9816169,2147648346,0,0,19.78,2683028796,"-10.1032,-59.6938",Brazil,NA,PRJEB59576 (this study),ERS14600378
PD_0306,Cacajao,calvus,calvus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2864874,2254611667,134,219400000,22.66,2721439713,"-3.2995,-67.3739",Brazil,NA,PRJEB59576 (this study),ERS12091903
PD_0307,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2804211,2328798799,150,279200000,29.67,2721439713,"-3.2981,-67.1371",Brazil,NA,PRJEB59576 (this study),ERS12091904
PD_0308,Cacajao,calvus,rubicundus,Pitheciidae,AMERICAS,Bald-headed_Uacari,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,2906727,2298235395,122,214400000,24.83,2721439713,"-3.7713,-67.4502",Brazil,NA,PRJEB59576 (this study),ERS12091905
PD_0309,Cebuella,pygmaea,ssp,Callitrichidae,AMERICAS,Western_Pygmy_Marmoset,VU,Threatened,W,M,PASS,PASS,Callithrix_jacchus,3477302,2449447636,64,126600000,27.24,2863864636,"-1.842472,-69.022833",Brazil,NA,PRJEB59576 (this study),ERS12091917
PD_0310,Cebus,unicolor,ssp,Cebidae,AMERICAS,Spixs_White-fronted_Capuchin,VU,Threatened,W,F,PASS,PASS,Cebus_albifrons,5101860,2379356425,51,133800000,25.94,2874442237,"-2.9038,-68.3571",Brazil,NA,PRJEB59576 (this study),ERS12091925
PD_0311,Cebus,unicolor,ssp,Cebidae,AMERICAS,Spixs_White-fronted_Capuchin,VU,Threatened,W,F,PASS,PASS,Cebus_albifrons,5106485,2381190856,59,125000000,26.53,2874442237,"-2.9038,-68.3571",Brazil,NA,PRJEB59576 (this study),ERS12091926
PD_0312,Cheracebus,lucifer,ssp,Pitheciidae,AMERICAS,Yellow-handed_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,5813619,2161184995,49,148400000,24.47,2721439713,"-1.8688,-69.0477",Brazil,NA,PRJEB59576 (this study),ERS12091928
PD_0313,Cheracebus,lucifer,ssp,Pitheciidae,AMERICAS,Yellow-handed_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,6266319,2223432161,27,48600000,37.25,2721439713,"-1.8429,-69.0275",Brazil,NA,PRJEB59576 (this study),ERS12091929
PD_0314,Cheracebus,lucifer,ssp,Pitheciidae,AMERICAS,Yellow-handed_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,5295917,2224791034,40,81800000,27.2,2721439713,"-1.8215,-66.4650",Brazil,NA,PRJEB59576 (this study),ERS12091930
PD_0315,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,2626010,2230876785,41,62600000,29.64,2721439713,"1.8067,-63.7844",Brazil,NA,PRJEB59576 (this study),ERS12091932
PD_0316,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,2825491,2231465857,27,62800000,29.71,2721439713,NA,Brazil,NA,PRJEB59576 (this study),ERS12091933
PD_0317,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,2360302,2227281210,36,59600000,28.36,2721439713,"0.8523,-63.4814",Brazil,NA,PRJEB59576 (this study),ERS12091934
PD_0318,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,2256737,2224873464,304,567600000,27.49,2721439713,"0.6917,-62.8644",Brazil,NA,PRJEB59576 (this study),ERS12091935
PD_0319,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,4032264,2225289157,5,5800000,28.54,2721439713,"0.0878,-66.8222",Brazil,NA,PRJEB59576 (this study),ERS12091936
PD_0320,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,3082251,2225139830,79,143400000,27.12,2721439713,"-0.4782,-64.4113",Brazil,NA,PRJEB59576 (this study),ERS12091937
PD_0321,Cheracebus,lugens,ssp,Pitheciidae,AMERICAS,Collared_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,4287177,2228368936,3,3200000,35.81,2721439713,"-1.7091,-69.1093",Brazil,NA,PRJEB59576 (this study),ERS12091938
PD_0322,Cheracebus,regulus,ssp,Pitheciidae,AMERICAS,Widow_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,2607266,2223937042,18,23400000,29.11,2721439713,"-3.2815,-67.3183",Brazil,NA,PRJEB59576 (this study),ERS12091940
PD_0323,Chiropotes,albinasus,ssp,Pitheciidae,AMERICAS,White-nosed_Saki,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,3420016,2325088962,70,171800000,28.61,2721439713,"-3.6400,-57.4400",Brazil,NA,PRJEB59576 (this study),ERS12091943
PD_0324,Chiropotes,albinasus,ssp,Pitheciidae,AMERICAS,White-nosed_Saki,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,2385007,2087151287,154,346600000,25.94,2721439713,"-3.6000,-57.5000",Brazil,NA,PRJEB59576 (this study),ERS12092001
PD_0325,Chiropotes,albinasus,ssp,Pitheciidae,AMERICAS,White-nosed_Saki,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,3213226,2324417266,51,87000000,29.09,2721439713,"-9.8456,-58.2354",Brazil,NA,PRJEB59576 (this study),ERS12091944
PD_0326,Chiropotes,israelita,ssp,Pitheciidae,AMERICAS,NO_ENTRY,DD,DD,W,F,PASS,PASS,Pithecia_pithecia,4031704,2331408863,33,44000000,30.29,2721439713,"1.2070,-64.7898",Brazil,NA,PRJEB59576 (this study),ERS12091947
PD_0327,Chiropotes,israelita,ssp,Pitheciidae,AMERICAS,NO_ENTRY,DD,DD,W,M,PASS,PASS,Pithecia_pithecia,3492744,2329441615,184,374000000,29.89,2721439713,"-0.4523,-62.7240",Brazil,NA,PRJEB59576 (this study),ERS12091948
PD_0328,Chiropotes,israelita,ssp,Pitheciidae,AMERICAS,NO_ENTRY,DD,DD,W,F,PASS,PASS,Pithecia_pithecia,3863455,2329968715,140,234000000,32.84,2721439713,"-0.3426,-65.1500",Brazil,NA,PRJEB59576 (this study),ERS12091949
PD_0329,Chiropotes,sagulatus,ssp,Pitheciidae,AMERICAS,Reddish-brown_bearded_saki,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,4948537,2321661831,57,108200000,29.67,2721439713,"-1.4885,-56.7974",Brazil,NA,PRJEB59576 (this study),ERS12091952
PD_0330,Chiropotes,sagulatus,ssp,Pitheciidae,AMERICAS,Reddish-brown_bearded_saki,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,4729080,2330871470,116,259000000,33.02,2721439713,"-1.4037,-56.7595",Brazil,NA,PRJEB59576 (this study),ERS12091953
PD_0331,Pithecia,pissinattii,ssp,Pitheciidae,AMERICAS,Gray’s_Bald-faced_Saki,DD,DD,W,F,PASS,PASS,Pithecia_pithecia,2733222,2385790057,139,455200000,23.26,2721439713,"-3.3153,-55.3247",Brazil,NA,PRJEB59576 (this study),ERS12091968
PD_0332,Plecturocebus,bernhardi,ssp,Pitheciidae,AMERICAS,Prince_Bernhard’s_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,6529689,2204454852,20,29400000,26.18,2721439713,"-9.3686,-61.8778",Brazil,NA,PRJEB59576 (this study),ERS12091972
PD_0333,Plecturocebus,bernhardi,ssp,Pitheciidae,AMERICAS,Prince_Bernhard’s_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,4388705,2222638598,26,39400000,28.29,2721439713,"-5.9841,-61.5374",Brazil,NA,PRJEB59576 (this study),ERS12091973
PD_0334,Plecturocebus,brunneus,ssp,Pitheciidae,AMERICAS,Brown_Titi_Monkey,VU,Threatened,W,M,PASS,PASS,Pithecia_pithecia,4030537,2224028715,16,27200000,26.91,2721439713,"-9.0000,-63.0000",Brazil,NA,PRJEB59576 (this study),ERS12091975
PD_0335,Plecturocebus,caligatus,ssp,Pitheciidae,AMERICAS,Chestnut-bellied_Titi,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,5000833,2226513274,78,258200000,30.22,2721439713,"-6.2500,-63.4203",Brazil,NA,PRJEB59576 (this study),ERS12091977
PD_0336,Plecturocebus,caligatus,ssp,Pitheciidae,AMERICAS,Chestnut-bellied_Titi,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,5287269,2224489077,22,71800000,26.7,2721439713,"-6.2500,-63.4203",Brazil,NA,PRJEB59576 (this study),ERS12091978
PD_0337,Plecturocebus,cinerascens,ssp,Pitheciidae,AMERICAS,Ashy_Black_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,5764423,1919226259,18,32400000,21.08,2721439713,"-7.6013,-60.7593",Brazil,NA,PRJEB59576 (this study),ERS12091980
PD_0338,Plecturocebus,cupreus,ssp,Pitheciidae,AMERICAS,Coppery_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,3673539,2220176013,124,270200000,29.35,2721439713,"-3.8558,-63.8973",Brazil,NA,PRJEB59576 (this study),ERS12091982
PD_0339,Plecturocebus,cupreus,ssp,Pitheciidae,AMERICAS,Coppery_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,3790347,2226865908,107,210800000,29.63,2721439713,"-4.9868,-62.9593",Brazil,NA,PRJEB59576 (this study),ERS12091983
PD_0340,Plecturocebus,cupreus,ssp,Pitheciidae,AMERICAS,Coppery_Titi_Monkey,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,4424940,2223678935,33,66600000,28.49,2721439713,"-3.2045,-67.4322",Brazil,NA,PRJEB59576 (this study),ERS12091984
PD_0341,Plecturocebus,cupreus,ssp,Pitheciidae,AMERICAS,Coppery_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,3528193,2223120203,152,459400000,29.34,2721439713,"-3.7906,-67.4697",Brazil,NA,PRJEB59576 (this study),ERS12091985
PD_0342,Plecturocebus,dubius,ssp,Pitheciidae,AMERICAS,Hershkovitzs_Titi,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,5731332,2207041661,15,29400000,24.22,2721439713,"-9.21602474,-64.4060355",Brazil,NA,PRJEB59576 (this study),ERS12091987
PD_0343,Plecturocebus,dubius,ssp,Pitheciidae,AMERICAS,Hershkovitzs_Titi,LC,Unthreatened,W,M,PASS,PASS,Pithecia_pithecia,5738529,2183233190,18,43600000,21.7,2721439713,"-8.5100,-64.4200",Brazil,NA,PRJEB59576 (this study),ERS12091988
PD_0344,Plecturocebus,moloch,ssp,Pitheciidae,AMERICAS,Red-bellied_Titi_Monkey,LC,Unthreatened,W,F,PASS,PASS,Pithecia_pithecia,3069375,2222166967,7,9600000,26.3,2721439713,"-3.3564,-55.2060",Brazil,NA,PRJEB59576 (this study),ERS12091992
PD_0345,Chiropotes,albinasus,ssp,Pitheciidae,AMERICAS,White-nosed_Saki,VU,Threatened,W,F,PASS,PASS,Pithecia_pithecia,2485108,2411767752,74,98200000,30.55,2721439713,"-3.3918,-55.2203",Brazil,NA,PRJEB59576 (this study),ERS12091969
PD_0346,Saguinus,bicolor,ssp,Callitrichidae,AMERICAS,Pied_Tamarin,CR,Threatened,W,M,PASS,PASS,Saguinus_midas,2671976,2438619190,159,520400000,24.33,2968712378,"-2.9160,-59.9947",Brazil,NA,PRJEB59576 (this study),ERS12091993
PD_0347,Leontocebus,fuscicollis,weddelli,Callitrichidae,AMERICAS,NO_DATA,DD,DD,W,M,PASS,PASS,Saguinus_midas,3466916,2356281978,7,8600000,29.24,2968712378,"-6.3461,-63.4236",Brazil,NA,PRJEB59576 (this study),ERS12091955
PD_0348,Saguinus,labiatus,rufiventirs,Callitrichidae,AMERICAS,Red-chested_Mustached_Tamarin,LC,Unthreatened,W,M,PASS,PASS,Saguinus_midas,3311073,2371554933,41,135600000,24.2,2968712378,"-6.2256,-63.4256",Brazil,NA,PRJEB59576 (this study),ERS12091996
PD_0349,Saguinus,midas,ssp,Callitrichidae,AMERICAS,Golden-handed_Tamarin,LC,Unthreatened,W,F,PASS,PASS,Saguinus_midas,6695578,2462397666,38,57800000,25.51,2968712378,"-1.4284,-56.7213",Brazil,NA,PRJEB59576 (this study),ERS12091997
PD_0350,Saguinus,midas,ssp,Callitrichidae,AMERICAS,Golden-handed_Tamarin,LC,Unthreatened,W,M,PASS,PASS,Saguinus_midas,5227798,2308946769,5,6200000,20.08,2968712378,"-2.0904,-58.4141",Brazil,NA,PRJEB59576 (this study),ERS12091998
PD_0351,Saguinus,mystax,ssp,Callitrichidae,AMERICAS,Moustached_Tamarin,LC,Unthreatened,W,M,PASS,PASS,Saguinus_midas,3476984,2371790639,144,587600000,26.87,2968712378,NA,Brazil,NA,PRJEB59576 (this study),ERS12091999
PD_0352,Leontocebus,fuscicollis,ssp,Callitrichidae,AMERICAS,NO_DATA,DD,DD,W,F,PASS,PASS,Saguinus_midas,4620994,2356320348,15,25000000,24.44,2968712378,"-1.8653,-69.0369",Brazil,NA,PRJEB59576 (this study),ERS12091956
PD_0353,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,F,PASS,PASS,Cebus_albifrons,1790209,2095601229,363,804400000,27.79,2874442237,"-0.6970,-65.7946",Brazil,NA,PRJEB59576 (this study),ERS12092002
PD_0354,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3293256,2093908502,47,102400000,24.71,2874442237,"-0.4782,-64.4113",Brazil,NA,PRJEB59576 (this study),ERS12092003
PD_0355,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3089666,2092011741,116,271200000,26.46,2874442237,"-1.6749,-69.2810",Brazil,NA,PRJEB59576 (this study),ERS12092004
PD_0356,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,F,PASS,PASS,Cebus_albifrons,2018183,2101379801,98,142000000,27.02,2874442237,"-0.8316,-61.8689",Brazil,NA,PRJEB59576 (this study),ERS12092005
PD_0357,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3082547,2101476219,67,205800000,28.47,2874442237,"-0.6111,-64.9213",Brazil,NA,PRJEB59576 (this study),ERS12092006
PD_0358,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3744943,2066381647,88,225200000,21.69,2874442237,"-0.5808,-64.9118",Brazil,NA,PRJEB59576 (this study),ERS12092007
PD_0359,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3134360,2093317132,41,106600000,27.65,2874442237,"-0.6134,-64.9207",Brazil,NA,PRJEB59576 (this study),ERS12092008
PD_0360,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Humboldt’s_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3109852,2086472417,76,171000000,26.76,2874442237,"-1.6749,-69.2810",Brazil,NA,PRJEB59576 (this study),ERS12092009
PD_0361,Saimiri,macrodon,ssp,Cebidae,AMERICAS,NO_DATA,DD,DD,W,M,PASS,PASS,Cebus_albifrons,3952136,2070385973,46,95600000,27.14,2874442237,"-1.8434,-69.0265",Brazil,NA,PRJEB59576 (this study),ERS12092011
PD_0362,Saimiri,macrodon,ssp,Cebidae,AMERICAS,NO_DATA,DD,DD,W,M,PASS,PASS,Cebus_albifrons,3974298,2068944995,32,57400000,26.63,2874442237,"-1.8434,-69.0275",Brazil,NA,PRJEB59576 (this study),ERS12092012
PD_0363,Saimiri,ustus,ssp,Cebidae,AMERICAS,Guianan_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,1738409,2044986050,69,136600000,27.68,2874442237,"-3.3544,-55.2203",Brazil,NA,PRJEB59576 (this study),ERS12092018
PD_0364,Saimiri,sciureus,ssp,Cebidae,AMERICAS,Guianan_Squirrel_Monkey,LC,Unthreatened,W,M,FAIL,PASS,Cebus_albifrons,2898017,2073155083,0,0,27.17,2874442237,"-1.457305556,-56.78538889",Brazil,NA,PRJEB59576 (this study),ERS12092015
PD_0365,Saimiri,sciureus,ssp,Cebidae,AMERICAS,Guianan_Squirrel_Monkey,LC,Unthreatened,W,M,FAIL,PASS,Cebus_albifrons,3055761,1577293852,0,0,19.77,2874442237,"-2.0157,-58.3315",Brazil,NA,PRJEB59576 (this study),ERS12092016
PD_0366,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,1572333,2063508539,22,29800000,27.29,2874442237,"-8.8017,-62.7600",Brazil,NA,PRJEB59576 (this study),ERS12092019
PD_0367,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,F,PASS,PASS,Cebus_albifrons,1504442,2033172021,35,62400000,28.39,2874442237,"-13.3000,-60.2600",Brazil,NA,PRJEB59576 (this study),ERS12092020
PD_0368,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,1543801,1934054845,81,229400000,27.88,2874442237,"-8.8000,-63.8000",Brazil,NA,PRJEB59576 (this study),ERS12092021
PD_0369,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,F,PASS,PASS,Cebus_albifrons,2153882,1917057914,25,45800000,27.58,2874442237,"-6.0221,-61.6319",Brazil,NA,PRJEB59576 (this study),ERS12092022
PD_0370,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3272184,2096449966,45,70000000,28.1,2874442237,"-4.9845,-62.9602",Brazil,NA,PRJEB59576 (this study),ERS12092023
PD_0371,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,1869685,2092667867,7,11000000,24.55,2874442237,"-8.18,-64",Brazil,NA,PRJEB59576 (this study),ERS12092024
PD_0372,Saimiri,macrodon,ssp,Cebidae,AMERICAS,NO_DATA,DD,DD,W,M,PASS,PASS,Cebus_albifrons,4217283,2097489930,47,112000000,28.1,2874442237,"-2.9038,-68.3571",Brazil,NA,PRJEB59576 (this study),ERS12092013
PD_0373,Saimiri,cassiquiarensis,ssp,Cebidae,AMERICAS,Guianan_Squirrel_Monkey,LC,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,3167132,2100666057,25,39200000,28.28,2874442237,"-0.7394,-63.1144",Brazil,NA,PRJEB59576 (this study),ERS12092010
PD_0374,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,2609225,2096396564,29,37600000,27.77,2874442237,"-8.18,-64",Brazil,NA,PRJEB59576 (this study),ERS12092025
PD_0375,Saimiri,ustus,ssp,Cebidae,AMERICAS,Golden-backed_Squirrel_Monkey,NT,Unthreatened,W,M,PASS,PASS,Cebus_albifrons,1369537,2092550591,73,102800000,26.97,2874442237,"-13.3000,-60.2600",Brazil,NA,PRJEB59576 (this study),ERS12092026
PD_0376,Sapajus,apella,ssp,Cebidae,AMERICAS,Black-capped_Capuchin,LC,Unthreatened,W,M,PASS,PASS,Sapajus_apella,3980626,2421610561,123,343200000,29.48,2764443388,"-10.0036,-56.0479",Brazil,NA,PRJEB59576 (this study),ERS12092027
PD_0377,Sapajus,apella,ssp,Cebidae,AMERICAS,Black-capped_Capuchin,LC,Unthreatened,W,M,PASS,PASS,Sapajus_apella,4093780,2425493349,24,32400000,30.55,2764443388,"-1.4885,-56.7974",Brazil,NA,PRJEB59576 (this study),ERS12092028
PD_0378,Sapajus,macrocephalus,ssp,Cebidae,AMERICAS,NO_ENTRY,DD,DD,W,M,PASS,PASS,Sapajus_apella,4064184,2421976082,65,158000000,29.54,2764443388,"-5.7000,-63.2200",Brazil,NA,PRJEB59576 (this study),ERS12092031
PD_0379,Sapajus,macrocephalus,ssp,Cebidae,AMERICAS,NO_ENTRY,DD,DD,W,F,PASS,PASS,Sapajus_apella,4034000,2425321251,19,33600000,35.09,2764443388,"-7.6131,-60.7922",Brazil,NA,PRJEB59576 (this study),ERS12092032
PD_0380,Sapajus,apella,ssp,Cebidae,AMERICAS,Black-capped_Capuchin,LC,Unthreatened,W,M,PASS,PASS,Sapajus_apella,3666615,2422512618,119,259800000,25.96,2764443388,"-2.0607,-58.3846",Brazil,NA,PRJEB59576 (this study),ERS12092029
PD_0381,Sapajus,macrocephalus,ssp,Cebidae,AMERICAS,NO_ENTRY,DD,DD,W,M,PASS,PASS,Sapajus_apella,3752041,2421930148,96,167800000,27.67,2764443388,"-0.4782,-64.4113",Brazil,NA,PRJEB59576 (this study),ERS12092033
PD_0382,Sapajus,macrocephalus,ssp,Cebidae,AMERICAS,NO_ENTRY,DD,DD,W,F,PASS,PASS,Sapajus_apella,3001628,2388098985,250,698600000,28.03,2764443388,"-2.9038,-68.3571",Brazil,NA,PRJEB59576 (this study),ERS12092034
